Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,
Ajcon Global Services Ltd,AJCON,Diversified Financials,26.0427796,42.58,20.83422368,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON"
Indergiri Finance Ltd,INDERGR,Diversified Financials,25.770612,50.92,-40.26658125,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR"
Jindal Capital Ltd,JINDCAP,Diversified Financials,25.2932229,35.09,28.41935157,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP"
Bervin Investment and Leasing Ltd,BERVINL,Diversified Financials,25.2320718,42.78,2.927154501,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL"
HB Leasing and Finance Co Ltd,HBLEAS,Diversified Financials,23.81805984,21.53,264.6451094,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS"
Dynamic Archistructures Ltd,DAL,Diversified Financials,23.80251,47.51,4.969208768,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL"
Marg Techno-Projects Ltd,MTPL,Diversified Financials,22.69682646,32.34,174.5909728,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL"
Margo Finance Ltd,MARGOFIN,Diversified Financials,21.3876,46.8,92.98956522,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN"
Shreevatsaa Finance and Leasing Ltd,SHVFL,Diversified Financials,21.3817,21.17,48.59477273,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL"
Franklin Leasing and Finance Ltd,FRANKLIN,Diversified Financials,20.8485504,13.21,115.82528,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN"
Sterling Guaranty & Finance Ltd,STRLGUA,Diversified Financials,20.59344,31.5,-294.192,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA"
Sujala Trading & Holdings Ltd,SUJALA,Diversified Financials,20.3808735,35.62,-119.8874912,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA"
Helpage Finlease Ltd,HELPAGE,Diversified Financials,19.0892525,19.19,21.44859831,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA,HELPAGE"
Golechha Global Finance Ltd,GOLECHA,Diversified Financials,18.975,34.5,12.82094595,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA,HELPAGE,GOLECHA"
Prism Finance Ltd,PRISMFN,Diversified Financials,18.6298598,28.66,3.617448505,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA,HELPAGE,GOLECHA,PRISMFN"
Tci Finance Ltd,TCIFINANCE,Diversified Financials,18.62649737,14.47,-38.80520286,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA,HELPAGE,GOLECHA,PRISMFN,TCIFINANCE"
Mehta Integrated Finance Ltd,MEHIF,Diversified Financials,17.45,34.9,11.25806452,"ABCAPITAL,MOTILALOFS,CHOLAHLDNG,NUVAMA,PEL,CAMS,IDFC,BENGALASM,IIFLSEC,SUNDARMHLD,EDELWEISS,UTKARSHBNK,MASFIN,FEDFINA,MASTERTR,CENTRUM,SYSTMTXC,5PAISA,VHL,WEALTH,SASTASUNDR,MONEYBOXX,FINKURVE,ARIHANTCAP,CIFL,NIYOGIN,SILINV,NBIFIN,MUTHOOTCAP,KIRANVYPAR,SAHLIBHFI,UYFINCORP,MANGIND,APOLLOFI,IFINSEC,WELINV,STARTECK,SWASTIKA,PMCFIN,ARYACAPM,TOYAMSL,BEACON,VGCL,MMLF,RSDFIN,GANGESSECU,LKPSEC,SRESTHA,SONAL,TFL,UPSURGE,PALASHSECU,SAUMYA,ABHICAP,VLL,ASITCFIN,TILAK,DYNAVSN,SODFC,ARNOLD,CNIRESLTD,ACME,MUKESHB,NCLRESE,FUTSOL,RTFL,HBPOR,ELIXIR,APOORVA,LFIC,COMFINCAP,SPS,MONOT,GALACTICO,WESTLEIRES,GOGIACAP,PANINDIAC,VISAGAR,ICDSLTD,SPACAPS,INDIANVSH,STDBAT,ASHCAP,LIBORDFIN,LLFICL,YURANUS,OASISEC,FRONTCAP,SOBME,ARMAN,GLOBALCA,GREENCREST,TTIENT,SPCAPIT,NEIL,ABIRAFN,WINROC,BAMPSL,MEGACOR,SHREESEC,ROSELABS,LERTHAI,AJCON,INDERGR,JINDCAP,BERVINL,HBLEAS,DAL,MTPL,MARGOFIN,SHVFL,FRANKLIN,STRLGUA,SUJALA,HELPAGE,GOLECHA,PRISMFN,TCIFINANCE,MEHIF"
